blackbrown,brownyellow,wing_length,flight_type,sex,lat,lon,temp_indv,species,is_damselfly,wing_type
0,0.0377924415116977,44.027,flyer,M,45.4053489683189,-68.6537000533688,52,Aeshna canadensis,FALSE,fore
0.00527240773286467,0.0521382542472173,41.487,flyer,M,NA,NA,NA,Aeshna canadensis,FALSE,fore
0,0.919690660321237,43.942,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,fore
0,0.0107709750566893,42.355,flyer,M,45.4053489683189,-68.6537000533688,52,Aeshna canadensis,FALSE,fore
0,0.039820527201346,42.884,flyer,F,43.9365200320442,-71.8162733923962,48,Aeshna canadensis,FALSE,fore
0,0.0150699677072121,46.186,flyer,M,45.0291084533718,-84.1209651016216,59,Aeshna canadensis,FALSE,hind
0,0.013727560718057,43.371,flyer,M,44.6835411612311,-84.1251824594813,57,Aeshna canadensis,FALSE,hind
0,0.0250965250965251,42.884,flyer,F,43.9365200320442,-71.8162733923962,48,Aeshna canadensis,FALSE,hind
0.00293255131964809,0.0293255131964809,43.752,flyer,M,46.5113416961545,-91.1913524962468,39,Aeshna canadensis,FALSE,hind
0,0.028184892897407,46.122,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.908454810495627,43.201,flyer,M,NA,NA,NA,Aeshna canadensis,FALSE,fore
0,0.018359853121175,43.455,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,fore
0.0140935297885971,0.0211402946828956,46.122,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,fore
0,0.911379657603223,43.201,flyer,M,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.0190249702734839,46.186,flyer,M,45.0291084533718,-84.1209651016216,59,Aeshna canadensis,FALSE,fore
0,0.0154479917610711,41.487,flyer,M,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.0122075279755849,43.265,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.0321969696969697,45.593,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,fore
0,0.0104712041884817,43.752,flyer,M,46.5113416961545,-91.1913524962468,39,Aeshna canadensis,FALSE,fore
0,0.0224260958205912,46.927,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.00802407221664995,43.455,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.0305389221556886,46.927,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,fore
0,0.0295275590551181,41.931,flyer,M,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.0329218106995885,43.265,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,fore
0,0.0195473251028807,44.027,flyer,M,45.4053489683189,-68.6537000533688,52,Aeshna canadensis,FALSE,hind
0,0.918891170431211,43.942,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.0230680507497117,45.593,flyer,F,NA,NA,NA,Aeshna canadensis,FALSE,hind
0,0.020979020979021,42.355,flyer,M,45.4053489683189,-68.6537000533688,52,Aeshna canadensis,FALSE,hind
0.00726392251815981,0.0242130750605327,43.371,flyer,M,44.6835411612311,-84.1251824594813,57,Aeshna canadensis,FALSE,fore
0,0.0178777393310265,41.931,flyer,M,NA,NA,NA,Aeshna canadensis,FALSE,fore
0.00864553314121038,0.0443804034582133,40.365,flyer,M,41.7899738701238,-76.527765784884,80,Aeshna clepsydra,FALSE,fore
0,0.0105708245243129,41.741,flyer,M,41.7899738701238,-76.527765784884,80,Aeshna clepsydra,FALSE,hind
0,0.0315581854043393,42.651,flyer,M,40.8616284086392,-74.5569865788553,90,Aeshna clepsydra,FALSE,hind
0,0.013986013986014,40.64,flyer,M,41.7356167899166,-70.2863406170201,96,Aeshna clepsydra,FALSE,hind
0.00404040404040404,0.0353535353535354,40.365,flyer,M,41.7899738701238,-76.527765784884,80,Aeshna clepsydra,FALSE,hind
0,0.0220723482526058,43.328,flyer,M,40.8616284086392,-74.5569865788553,90,Aeshna clepsydra,FALSE,fore
0,0.00508130081300813,42.333,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna clepsydra,FALSE,hind
0,0.0183540556542333,42.333,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna clepsydra,FALSE,fore
0,0.00997067448680352,42.778,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna clepsydra,FALSE,fore
0,0.0164102564102564,43.328,flyer,M,40.8616284086392,-74.5569865788553,90,Aeshna clepsydra,FALSE,hind
0,0.00972053462940462,40.64,flyer,M,41.7356167899166,-70.2863406170201,96,Aeshna clepsydra,FALSE,fore
0,0.0269461077844311,42.778,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna clepsydra,FALSE,hind
0,0.0348432055749129,41.741,flyer,M,41.7899738701238,-76.527765784884,80,Aeshna clepsydra,FALSE,fore
0,0.0147405660377358,42.651,flyer,M,40.8616284086392,-74.5569865788553,90,Aeshna clepsydra,FALSE,fore
0,0.0110993657505285,44.027,flyer,F,42.5425075989056,-101.122066828345,85,Aeshna constricta,FALSE,fore
0,0.0474806201550388,44.598,flyer,F,41.3781991236897,-82.6248610561277,99,Aeshna constricta,FALSE,hind
0,0.0128331688055281,43.265,flyer,M,42.5425075989056,-101.122066828345,85,Aeshna constricta,FALSE,hind
0,0.0140679953106682,43.265,flyer,M,42.5425075989056,-101.122066828345,85,Aeshna constricta,FALSE,fore
0,0.0183741648106904,44.302,flyer,M,41.1339404554636,-81.8921947398896,93,Aeshna constricta,FALSE,fore
0,0,44.598,flyer,F,41.3781991236897,-82.6248610561277,99,Aeshna constricta,FALSE,fore
0,0.0207100591715976,44.302,flyer,M,41.1339404554636,-81.8921947398896,93,Aeshna constricta,FALSE,hind
0,0.0328031809145129,44.027,flyer,F,42.5425075989056,-101.122066828345,85,Aeshna constricta,FALSE,hind
0,0.0159774436090226,40.746,flyer,F,41.5252616827043,-113.093853259526,93,Aeshna constricta,FALSE,hind
0,0.0114254624591948,40.746,flyer,F,41.5252616827043,-113.093853259526,93,Aeshna constricta,FALSE,fore
0,0.0177777777777778,46.482,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,hind
0,0.0244648318042813,47.159,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,fore
0,0.129101283880171,46.461,flyer,F,NA,NA,NA,Aeshna eremita,FALSE,fore
0,0.0274869109947644,47.816,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,fore
0,0.0149892933618844,46.419,flyer,F,NA,NA,NA,Aeshna eremita,FALSE,hind
0,0.0249088699878493,47.837,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,fore
0,0.03125,47.498,flyer,M,48.4690182649069,-118.51739999555,44,Aeshna eremita,FALSE,fore
0,0.0203174603174603,46.482,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,fore
0,0.0210409745293466,47.816,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,hind
0,0.892156862745098,46.461,flyer,F,NA,NA,NA,Aeshna eremita,FALSE,hind
0,0.0479214780600462,43.265,flyer,F,NA,NA,NA,Aeshna eremita,FALSE,fore
0,0.0268240343347639,47.837,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,hind
0,0.124485596707819,43.265,flyer,F,NA,NA,NA,Aeshna eremita,FALSE,hind
0,0.0188470066518847,47.498,flyer,M,48.4690182649069,-118.51739999555,44,Aeshna eremita,FALSE,hind
0,0.0441888619854722,46.419,flyer,F,NA,NA,NA,Aeshna eremita,FALSE,fore
0,0.0288770053475936,47.159,flyer,M,NA,NA,NA,Aeshna eremita,FALSE,hind
0,0.0262605042016807,47.159,flyer,M,46.5113416961545,-91.1913524962468,39,Aeshna interrupta,FALSE,hind
0,0.0268389662027833,44.619,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,hind
0,0.0250783699059561,44.133,flyer,M,43.9365200320442,-71.8162733923962,48,Aeshna interrupta,FALSE,hind
0,0.011090573012939,43.328,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,hind
0,0.0323149236192714,47.286,flyer,M,46.5113416961545,-91.1913524962468,39,Aeshna interrupta,FALSE,fore
0,0.0267094017094017,44.725,flyer,M,44.1161286337365,-73.7803530720846,41,Aeshna interrupta,FALSE,hind
0,0.0201834862385321,44.133,flyer,M,43.9365200320442,-71.8162733923962,48,Aeshna interrupta,FALSE,fore
0,0.0569948186528497,47.456,flyer,F,42.5425075989056,-101.122066828345,85,Aeshna interrupta,FALSE,hind
0,0.013265306122449,45.551,flyer,F,42.5425075989056,-101.122066828345,85,Aeshna interrupta,FALSE,hind
0.00445682451253482,0.0512534818941504,43.328,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,fore
0,0.0284182305630027,47.117,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,fore
0,0.0522803114571746,47.456,flyer,F,42.5425075989056,-101.122066828345,85,Aeshna interrupta,FALSE,fore
0,0.027027027027027,44.027,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,hind
0,0.040135669869983,44.619,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,fore
0,0.00714285714285714,47.117,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,hind
0,0.0200210748155954,47.286,flyer,M,46.5113416961545,-91.1913524962468,39,Aeshna interrupta,FALSE,hind
0,0.0204081632653061,46.905,flyer,F,45.5611002442749,-94.613776356291,61,Aeshna interrupta,FALSE,hind
0,0.0253004427577483,44.725,flyer,M,44.1161286337365,-73.7803530720846,41,Aeshna interrupta,FALSE,fore
0,0.0304347826086957,47.159,flyer,M,46.5113416961545,-91.1913524962468,39,Aeshna interrupta,FALSE,fore
0,0.0283929585462805,45.551,flyer,F,42.5425075989056,-101.122066828345,85,Aeshna interrupta,FALSE,fore
0,0.0371412492965673,44.027,flyer,F,NA,NA,NA,Aeshna interrupta,FALSE,fore
0,0.0522727272727273,46.905,flyer,F,45.5611002442749,-94.613776356291,61,Aeshna interrupta,FALSE,fore
0,0.0214689265536723,42.767,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0544026920919798,40.407,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.01875,41.169,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0.00547045951859956,0.0185995623632385,43.762,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0.0169902912621359,0,41.91,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0487804878048781,42.376,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.999,41.148,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0280487804878049,42.99,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0230149597238205,44.662,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0300113250283126,37.994,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0214689265536723,41.169,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0283975659229209,37.994,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0213197969543147,40.746,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0.00859422958870473,0.0263965623081645,43.762,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0237580993520518,42.376,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0206508135168961,42.471,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0.0103626943005181,0.0401554404145078,44.662,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0287286063569682,42.767,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0270562770562771,43.773,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0216684723726977,40.09,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0.0121019108280255,0.0343949044585987,44.365,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0216919739696312,40.09,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0286225402504472,42.545,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0260663507109005,40.746,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0214446952595937,44.164,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0211345939933259,43.963,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0320855614973262,41.677,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0351758793969849,40.555,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.999,41.148,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.905487804878049,41.698,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0176600441501104,42.99,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0256892230576441,43.476,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0197368421052632,41.91,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0493827160493827,40.09,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0203850509626274,42.471,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.912676056338028,41.698,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0221518987341772,40.555,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.028169014084507,40.407,flyer,F,NA,NA,NA,Aeshna juncea,FALSE,hind
0.0145661811272958,0.0386320455984801,43.963,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0272952853598015,44.164,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0379901960784314,43.773,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0258620689655172,42.545,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0.0145903479236813,0.042648709315376,44.365,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.0253317249698432,40.09,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0192423331328924,41.677,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,fore
0,0.0206521739130435,43.476,flyer,M,NA,NA,NA,Aeshna juncea,FALSE,hind
0,0.9189453125,42.566,flyer,F,47.6405647834553,-114.072945637726,67,Aeshna palmata,FALSE,hind
0,0.0113636363636364,45.233,flyer,M,38.7486821104328,-111.806729549811,41,Aeshna palmata,FALSE,hind
0,0.0252886201209456,43.773,flyer,F,39.5824897471059,-120.511209843809,62,Aeshna palmata,FALSE,fore
0,0.0250426863972681,42.206,flyer,F,43.037264001204,-108.624730145793,67,Aeshna palmata,FALSE,fore
0,0.0100704934541793,44.535,flyer,M,38.7486821104328,-111.806729549811,41,Aeshna palmata,FALSE,hind
0,0.0203619909502262,44.027,flyer,M,44.3529871848484,-103.778491674475,68,Aeshna palmata,FALSE,fore
0,0.0274914089347079,43.413,flyer,M,47.0266780383449,-113.920929460791,19,Aeshna palmata,FALSE,fore
0,0.00986193293885602,42.206,flyer,F,43.037264001204,-108.624730145793,67,Aeshna palmata,FALSE,hind
0,0.91468253968254,42.905,flyer,F,46.8505182124654,-112.93152018069,43,Aeshna palmata,FALSE,hind
0,0.013184584178499,44.027,flyer,M,44.3529871848484,-103.778491674475,68,Aeshna palmata,FALSE,hind
0,0.0227979274611399,43.18,flyer,M,37.9387661235196,-118.887350475437,56,Aeshna palmata,FALSE,hind
0,0.0316040548598688,43.18,flyer,M,37.9387661235196,-118.887350475437,56,Aeshna palmata,FALSE,fore
0,0.0152439024390244,44.725,flyer,M,38.7486821104328,-111.806729549811,41,Aeshna palmata,FALSE,hind
0.00334448160535117,0.0367892976588629,44.535,flyer,M,38.7486821104328,-111.806729549811,41,Aeshna palmata,FALSE,fore
0,0.0376398779247202,44.746,flyer,F,34.9084860677527,-108.003203888671,80,Aeshna palmata,FALSE,hind
0,0.0358565737051793,43.773,flyer,F,39.5824897471059,-120.511209843809,62,Aeshna palmata,FALSE,hind
0,0.931155192532089,42.905,flyer,F,46.8505182124654,-112.93152018069,43,Aeshna palmata,FALSE,fore
0,0.00800800800800801,42.99,flyer,M,34.9084860677527,-108.003203888671,80,Aeshna palmata,FALSE,hind
0,0.0170523751522534,44.746,flyer,F,34.9084860677527,-108.003203888671,80,Aeshna palmata,FALSE,fore
0,0.0107042253521127,45.233,flyer,M,38.7486821104328,-111.806729549811,41,Aeshna palmata,FALSE,fore
0,0.0243190661478599,43.413,flyer,M,47.0266780383449,-113.920929460791,19,Aeshna palmata,FALSE,hind
0,0.89572192513369,42.566,flyer,F,47.6405647834553,-114.072945637726,67,Aeshna palmata,FALSE,fore
0,0.0227531285551763,42.99,flyer,M,34.9084860677527,-108.003203888671,80,Aeshna palmata,FALSE,fore
0,0.0164305949008499,44.725,flyer,M,38.7486821104328,-111.806729549811,41,Aeshna palmata,FALSE,fore
0,0.032009484291642,52.62,flyer,M,37.2830815277695,-111.887112076396,113,Aeshna persephone,FALSE,fore
0,0.0146231721034871,52.62,flyer,M,37.2830815277695,-111.887112076396,113,Aeshna persephone,FALSE,hind
0,0.0151603498542274,50.229,flyer,M,35.8339239212172,-111.768250021295,89,Aeshna persephone,FALSE,fore
0,0.0185962807438512,51.88,flyer,M,35.8339239212172,-111.768250021295,89,Aeshna persephone,FALSE,fore
0,0.0189309576837416,50.229,flyer,M,35.8339239212172,-111.768250021295,89,Aeshna persephone,FALSE,hind
0,0.0104712041884817,51.88,flyer,M,35.8339239212172,-111.768250021295,89,Aeshna persephone,FALSE,hind
0,0.0149413020277481,50.419,flyer,M,31.8863115497341,-109.762948908843,162,Aeshna persephone,FALSE,hind
0,0.0159021406727829,50.419,flyer,M,31.8863115497341,-109.762948908843,162,Aeshna persephone,FALSE,fore
0,0.0197368421052632,49.784,flyer,M,35.8339239212172,-111.768250021295,89,Aeshna persephone,FALSE,fore
0,0.0103412616339193,49.784,flyer,M,35.8339239212172,-111.768250021295,89,Aeshna persephone,FALSE,hind
0,0.0136986301369863,40.174,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,hind
0,0.015615962984384,38.862,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,fore
0,0.0228228228228228,38.418,flyer,M,48.5342909805969,-117.272810305087,59,Aeshna sitchensis,FALSE,fore
0,0.0162556053811659,38.926,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,fore
0,0.0119047619047619,38.862,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,hind
0,0.0188679245283019,38.926,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,hind
0,0.0174114915844457,40.174,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,fore
0,0.0298177802319161,40.153,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,fore
0,0.0247933884297521,38.185,flyer,F,NA,NA,NA,Aeshna sitchensis,FALSE,hind
0,0.0132248219735504,40.153,flyer,M,NA,NA,NA,Aeshna sitchensis,FALSE,hind
0,0.0249433106575964,38.185,flyer,F,NA,NA,NA,Aeshna sitchensis,FALSE,fore
0,0.027292576419214,38.418,flyer,M,48.5342909805969,-117.272810305087,59,Aeshna sitchensis,FALSE,hind
0,0.0273109243697479,43.603,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,hind
0,0.04,43.603,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,fore
0,0.0304396843291995,45.847,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,hind
0,0.0387779083431257,41.36,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,fore
0,0.0317286652078775,43.688,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,hind
0,0.0245746691871456,45.847,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,fore
0,0.0286659316427784,41.36,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,hind
0,0.0340632603406326,43.688,flyer,M,NA,NA,NA,Aeshna subarctica,FALSE,fore
0,0.037513397642015,50.017,flyer,F,42.9901677709157,-71.1215881447438,85,Aeshna tuberculifera,FALSE,hind
0,0.0247148288973384,50.419,flyer,M,NA,NA,NA,Aeshna tuberculifera,FALSE,fore
0,0.0170757737459979,46.927,flyer,F,44.6835411612311,-84.1251824594813,57,Aeshna tuberculifera,FALSE,hind
0.0118012422360248,0.0428571428571429,52.112,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna tuberculifera,FALSE,fore
0,0.0204342273307791,50.017,flyer,F,42.9901677709157,-71.1215881447438,85,Aeshna tuberculifera,FALSE,fore
0,0.038073908174692,52.112,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna tuberculifera,FALSE,hind
0,0.0201117318435754,50.419,flyer,M,NA,NA,NA,Aeshna tuberculifera,FALSE,hind
0,0.0318627450980392,46.927,flyer,F,44.6835411612311,-84.1251824594813,57,Aeshna tuberculifera,FALSE,fore
0,0.0399522957662493,45.127,flyer,M,46.664203518883,-89.3197195115503,43,Aeshna umbrosa,FALSE,fore
0,0.0194508009153318,45.53,flyer,F,40.1304186951347,-88.2054223087829,109,Aeshna umbrosa,FALSE,fore
0,0.0219454329774614,45.339,flyer,M,36.7536778577437,-119.641035500651,170,Aeshna umbrosa,FALSE,fore
0,0.0190886699507389,43.54,flyer,M,40.4467047189541,-74.4174760128941,113,Aeshna umbrosa,FALSE,hind
0,0.0273224043715847,46.884,flyer,M,45.4478880424666,-84.5057642154375,61,Aeshna umbrosa,FALSE,fore
0,0,48.281,flyer,F,41.2990908443496,-80.260048823546,88,Aeshna umbrosa,FALSE,fore
0,0.02519975414874,47.032,flyer,F,40.4026254513171,-77.2522473299129,103,Aeshna umbrosa,FALSE,hind
0,0.0199757869249395,44.704,flyer,M,40.2863359617612,-74.6945476290381,115,Aeshna umbrosa,FALSE,hind
0,0.0203644158628081,43.54,flyer,M,40.4467047189541,-74.4174760128941,113,Aeshna umbrosa,FALSE,fore
0,0.0776119402985075,45.805,flyer,F,NA,NA,NA,Aeshna umbrosa,FALSE,fore
0,0.110633727175081,45.805,flyer,F,NA,NA,NA,Aeshna umbrosa,FALSE,hind
0,0,48.281,flyer,F,41.2990908443496,-80.260048823546,88,Aeshna umbrosa,FALSE,hind
0,0.0198019801980198,44.704,flyer,M,40.2863359617612,-74.6945476290381,115,Aeshna umbrosa,FALSE,fore
0,0.0343392299687825,44.873,flyer,M,47.0266780383449,-113.920929460791,19,Aeshna umbrosa,FALSE,hind
0,0.037280701754386,46.292,flyer,M,44.7065309222727,-71.3076963583982,35,Aeshna umbrosa,FALSE,hind
0,0.0133502860775588,44.111,flyer,F,NA,NA,NA,Aeshna umbrosa,FALSE,hind
0,0.0238870792616721,46.884,flyer,M,45.4478880424666,-84.5057642154375,61,Aeshna umbrosa,FALSE,hind
0,0.0221518987341772,42.376,flyer,M,43.6716067645293,-103.454261946033,73,Aeshna umbrosa,FALSE,fore
0,0.0205338809034908,45.53,flyer,F,40.1304186951347,-88.2054223087829,109,Aeshna umbrosa,FALSE,hind
0,0.035751840168244,47.032,flyer,F,40.4026254513171,-77.2522473299129,103,Aeshna umbrosa,FALSE,fore
0,0.0175879396984925,42.99,flyer,F,NA,NA,NA,Aeshna umbrosa,FALSE,fore
0,0.037037037037037,44.111,flyer,F,NA,NA,NA,Aeshna umbrosa,FALSE,fore
0,0.0344424985405721,44.873,flyer,M,47.0266780383449,-113.920929460791,19,Aeshna umbrosa,FALSE,fore
0,0,42.99,flyer,F,NA,NA,NA,Aeshna umbrosa,FALSE,hind
0,0.0187845303867403,45.339,flyer,M,36.7536778577437,-119.641035500651,170,Aeshna umbrosa,FALSE,hind
0,0.0305584826132771,45.127,flyer,M,46.664203518883,-89.3197195115503,43,Aeshna umbrosa,FALSE,hind
0,0.028169014084507,43.773,flyer,M,NA,NA,NA,Aeshna umbrosa,FALSE,hind
0,0.0161001788908766,42.376,flyer,M,43.6716067645293,-103.454261946033,73,Aeshna umbrosa,FALSE,hind
0,0.021015761821366,43.773,flyer,M,NA,NA,NA,Aeshna umbrosa,FALSE,fore
0,0.0371057513914657,46.292,flyer,M,44.7065309222727,-71.3076963583982,35,Aeshna umbrosa,FALSE,fore
0,0,44.535,flyer,F,45.0291084533718,-84.1209651016216,59,Aeshna umbrosa,FALSE,hind
0,0.0270108043217287,44.535,flyer,F,45.0291084533718,-84.1209651016216,59,Aeshna umbrosa,FALSE,fore
0,0.0273224043715847,44.746,flyer,M,41.1408415885545,-74.695246731506,89,Aeshna verticalis,FALSE,fore
0,0.0198946752486834,47.604,flyer,F,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,fore
0,0.0221538461538462,47.519,flyer,M,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,fore
0,0.0377030162412993,44.45,flyer,F,41.7899738701238,-76.527765784884,80,Aeshna verticalis,FALSE,fore
0.0121802679658952,0.0310596833130329,47.879,flyer,M,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,fore
0,0.0263435194942044,46.186,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,hind
0,0.028169014084507,47.879,flyer,M,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,hind
0,0.0285132382892057,45.381,flyer,F,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,hind
0,0.0265035677879715,46.038,flyer,F,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,hind
0,0.0415730337078652,46.038,flyer,F,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,fore
0,0.0367261280167891,47.604,flyer,F,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,hind
0,0.0279017857142857,47.519,flyer,M,42.6697967515218,-70.9777142372165,91,Aeshna verticalis,FALSE,hind
0,0.00980926430517711,45.381,flyer,F,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,fore
0.0104712041884817,0.0293193717277487,44.683,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,hind
0,0.0365926814637073,46.186,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,fore
0,0.031055900621118,47.35,flyer,M,41.1408415885545,-74.695246731506,89,Aeshna verticalis,FALSE,hind
0,0.0312825860271116,47.011,flyer,F,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,hind
0.0139586823003908,0.0323841429369068,47.011,flyer,F,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,fore
0,0.023767082590612,44.746,flyer,M,41.1408415885545,-74.695246731506,89,Aeshna verticalis,FALSE,hind
0,0.0270747498528546,47.265,flyer,M,41.1408415885545,-74.695246731506,89,Aeshna verticalis,FALSE,hind
0,0.0540816326530612,41.593,flyer,M,41.7899738701238,-76.527765784884,80,Aeshna verticalis,FALSE,hind
0,0.906666666666667,44.45,flyer,F,41.7899738701238,-76.527765784884,80,Aeshna verticalis,FALSE,hind
0.0104651162790698,0.0354651162790698,41.593,flyer,M,41.7899738701238,-76.527765784884,80,Aeshna verticalis,FALSE,fore
0,0.0532475131655939,44.683,flyer,M,42.9901677709157,-71.1215881447438,85,Aeshna verticalis,FALSE,fore
0,0.0269966254218223,47.265,flyer,M,41.1408415885545,-74.695246731506,89,Aeshna verticalis,FALSE,fore
0,0.0248112189859763,47.35,flyer,M,41.1408415885545,-74.695246731506,89,Aeshna verticalis,FALSE,fore
0,0.0215419501133787,46.038,flyer,M,36.7536778577437,-119.641035500651,170,Aeshna walkeri,FALSE,hind
0,0.0236486486486486,48.006,flyer,M,36.7536778577437,-119.641035500651,170,Aeshna walkeri,FALSE,hind
0,0.0325105358217941,48.006,flyer,M,36.7536778577437,-119.641035500651,170,Aeshna walkeri,FALSE,fore
